occ_group,occupation,country,count,occ_total,pct_of_occ,rank
Arts & Culture,creator,Belgium,67,113,59.29,1.0
Arts & Culture,creator,Netherlands,13,113,11.5,2.0
Arts & Culture,creator,Spain,10,113,8.85,3.0
Arts & Culture,creator,France,9,113,7.96,4.0
Arts & Culture,creator,Germany,4,113,3.54,5.0
Arts & Culture,critic,Czech Republic,25,163,15.34,1.0
Arts & Culture,critic,Russia,18,163,11.04,2.0
Arts & Culture,critic,Hungary,16,163,9.82,3.0
Arts & Culture,critic,Slovenia,15,163,9.2,4.0
Arts & Culture,critic,France,13,163,7.98,5.0
Arts & Culture,cultural activist,Spain,29,45,64.44,1.0
Arts & Culture,cultural activist,France,4,45,8.89,2.0
Arts & Culture,cultural activist,Ukraine,3,45,6.67,3.0
Arts & Culture,cultural activist,Belarus,2,45,4.44,4.0
Arts & Culture,cultural activist,Estonia,2,45,4.44,5.0
Arts & Culture,cultural studies scholar,Russia,15,51,29.41,1.0
Arts & Culture,cultural studies scholar,Germany,9,51,17.65,2.0
Arts & Culture,cultural studies scholar,Ukraine,8,51,15.69,3.0
Arts & Culture,cultural studies scholar,Poland,6,51,11.76,4.0
Arts & Culture,cultural studies scholar,Belarus,2,51,3.92,5.0
Arts & Culture,curator,Czech Republic,13,87,14.94,1.0
Arts & Culture,curator,France,13,87,14.94,2.0
Arts & Culture,curator,Germany,9,87,10.34,3.0
Arts & Culture,curator,Russia,8,87,9.2,4.0
Arts & Culture,curator,Netherlands,7,87,8.05,5.0
Arts & Culture,dancer,Spain,106,930,11.4,1.0
Arts & Culture,dancer,United Kingdom,99,930,10.65,2.0
Arts & Culture,dancer,Czech Republic,90,930,9.68,3.0
Arts & Culture,dancer,France,89,930,9.57,4.0
Arts & Culture,dancer,Russia,69,930,7.42,5.0
Arts & Culture,designer,Italy,72,621,11.59,1.0
Arts & Culture,designer,Czech Republic,63,621,10.14,2.0
Arts & Culture,designer,Netherlands,60,621,9.66,3.0
Arts & Culture,designer,Germany,47,621,7.57,4.0
Arts & Culture,designer,Sweden,45,621,7.25,5.0
Arts & Culture,diarist,France,14,65,21.54,1.0
Arts & Culture,diarist,United Kingdom,14,65,21.54,2.0
Arts & Culture,diarist,Romania,8,65,12.31,3.0
Arts & Culture,diarist,Germany,7,65,10.77,4.0
Arts & Culture,diarist,Netherlands,5,65,7.69,5.0
Arts & Culture,diplomat,France,31,308,10.06,1.0
Arts & Culture,diplomat,Czech Republic,25,308,8.12,2.0
Arts & Culture,diplomat,Germany,20,308,6.49,3.0
Arts & Culture,diplomat,Poland,20,308,6.49,4.0
Arts & Culture,diplomat,Romania,14,308,4.55,5.0
Arts & Culture,director,Czech Republic,303,2619,11.57,1.0
Arts & Culture,director,France,269,2619,10.27,2.0
Arts & Culture,director,Russia,238,2619,9.09,3.0
Arts & Culture,director,Sweden,235,2619,8.97,4.0
Arts & Culture,director,Germany,226,2619,8.63,5.0
Arts & Culture,disc jockey,United Kingdom,130,578,22.49,1.0
Arts & Culture,disc jockey,Germany,71,578,12.28,2.0
Arts & Culture,disc jockey,France,70,578,12.11,3.0
Arts & Culture,disc jockey,Netherlands,52,578,9.0,4.0
Arts & Culture,disc jockey,Italy,44,578,7.61,5.0
Arts & Culture,dissident,Russia,11,34,32.35,1.0
Arts & Culture,dissident,Poland,7,34,20.59,2.0
Arts & Culture,dissident,Ukraine,6,34,17.65,3.0
Arts & Culture,dissident,Czech Republic,4,34,11.76,4.0
Arts & Culture,dissident,Romania,2,34,5.88,5.0
Arts & Culture,dj producer,United Kingdom,24,107,22.43,1.0
Arts & Culture,dj producer,Spain,19,107,17.76,2.0
Arts & Culture,dj producer,France,7,107,6.54,3.0
Arts & Culture,dj producer,Germany,7,107,6.54,4.0
Arts & Culture,dj producer,Italy,7,107,6.54,5.0
Arts & Culture,docent,Spain,15,60,25.0,1.0
Arts & Culture,docent,Germany,14,60,23.33,2.0
Arts & Culture,docent,France,10,60,16.67,3.0
Arts & Culture,docent,Belgium,3,60,5.0,4.0
Arts & Culture,docent,Czech Republic,3,60,5.0,5.0
Arts & Culture,documentarian,Czech Republic,27,124,21.77,1.0
Arts & Culture,documentarian,France,27,124,21.77,2.0
Arts & Culture,documentarian,Germany,14,124,11.29,3.0
Arts & Culture,documentarian,Spain,10,124,8.06,4.0
Arts & Culture,documentarian,Russia,9,124,7.26,5.0
Arts & Culture,documentary filmmaker,Spain,17,101,16.83,1.0
Arts & Culture,documentary filmmaker,Germany,16,101,15.84,2.0
Arts & Culture,documentary filmmaker,France,12,101,11.88,3.0
Arts & Culture,documentary filmmaker,Russia,6,101,5.94,4.0
Arts & Culture,documentary filmmaker,Ukraine,6,101,5.94,5.0
Arts & Culture,draftsperson,Sweden,399,1290,30.93,1.0
Arts & Culture,draftsperson,Netherlands,178,1290,13.8,2.0
Arts & Culture,draftsperson,Czech Republic,132,1290,10.23,3.0
Arts & Culture,draftsperson,Germany,96,1290,7.44,4.0
Arts & Culture,draftsperson,France,81,1290,6.28,5.0
Arts & Culture,drama teacher,Russia,104,153,67.97,1.0
Arts & Culture,drama teacher,Ukraine,13,153,8.5,2.0
Arts & Culture,drama teacher,Poland,6,153,3.92,3.0
Arts & Culture,drama teacher,Spain,6,153,3.92,4.0
Arts & Culture,drama teacher,Estonia,5,153,3.27,5.0
Arts & Culture,dramaturge,Czech Republic,128,401,31.92,1.0
Arts & Culture,dramaturge,Hungary,52,401,12.97,2.0
Arts & Culture,dramaturge,Germany,29,401,7.23,3.0
Arts & Culture,dramaturge,Russia,28,401,6.98,4.0
Arts & Culture,dramaturge,Slovenia,25,401,6.23,5.0
Arts & Culture,drawing teacher,Sweden,48,71,67.61,1.0
Arts & Culture,drawing teacher,Hungary,6,71,8.45,2.0
Arts & Culture,drawing teacher,Romania,4,71,5.63,3.0
Arts & Culture,drawing teacher,France,3,71,4.23,4.0
Arts & Culture,drawing teacher,Finland,2,71,2.82,5.0
Arts & Culture,drummer,United Kingdom,147,406,36.21,1.0
Arts & Culture,drummer,Sweden,34,406,8.37,2.0
Arts & Culture,drummer,Germany,27,406,6.65,3.0
Arts & Culture,drummer,Finland,26,406,6.4,4.0
Arts & Culture,drummer,Netherlands,25,406,6.16,5.0
Arts & Culture,dub actor,France,122,473,25.79,1.0
Arts & Culture,dub actor,Italy,109,473,23.04,2.0
Arts & Culture,dub actor,Germany,55,473,11.63,3.0
Arts & Culture,dub actor,Spain,32,473,6.77,4.0
Arts & Culture,dub actor,Czech Republic,29,473,6.13,5.0
Arts & Culture,dub director,Italy,38,66,57.58,1.0
Arts & Culture,dub director,Spain,9,66,13.64,2.0
Arts & Culture,dub director,Germany,3,66,4.55,3.0
Arts & Culture,dub director,Greece,3,66,4.55,4.0
Arts & Culture,dub director,Poland,3,66,4.55,5.0
Arts & Culture,ecologist,Czech Republic,10,44,22.73,1.0
Arts & Culture,ecologist,United Kingdom,7,44,15.91,2.0
Arts & Culture,ecologist,Italy,4,44,9.09,3.0
Arts & Culture,ecologist,Spain,4,44,9.09,4.0
Arts & Culture,ecologist,Germany,3,44,6.82,5.0
Arts & Culture,economist,Spain,46,284,16.2,1.0
Arts & Culture,economist,Germany,35,284,12.32,2.0
Arts & Culture,economist,United Kingdom,26,284,9.15,3.0
Arts & Culture,economist,Czech Republic,23,284,8.1,4.0
Arts & Culture,economist,Russia,20,284,7.04,5.0
Arts & Culture,editing staff,Czech Republic,254,693,36.65,1.0
Arts & Culture,editing staff,Russia,126,693,18.18,2.0
Arts & Culture,editing staff,Ukraine,38,693,5.48,3.0
Arts & Culture,editing staff,Germany,36,693,5.19,4.0
Arts & Culture,editing staff,Slovakia,23,693,3.32,5.0
Arts & Culture,editor,Spain,79,497,15.9,1.0
Arts & Culture,editor,Slovenia,76,497,15.29,2.0
Arts & Culture,editor,France,58,497,11.67,3.0
Arts & Culture,editor,United Kingdom,50,497,10.06,4.0
Arts & Culture,editor,Czech Republic,43,497,8.65,5.0
Arts & Culture,editor-in-chief,Russia,43,128,33.59,1.0
Arts & Culture,editor-in-chief,France,11,128,8.59,2.0
Arts & Culture,editor-in-chief,Ukraine,11,128,8.59,3.0
Arts & Culture,editor-in-chief,Germany,10,128,7.81,4.0
Arts & Culture,editor-in-chief,Czech Republic,9,128,7.03,5.0
Arts & Culture,educator,Poland,17,98,17.35,1.0
Arts & Culture,educator,Hungary,8,98,8.16,2.0
Arts & Culture,educator,United Kingdom,7,98,7.14,3.0
Arts & Culture,educator,France,6,98,6.12,4.0
Arts & Culture,educator,Italy,6,98,6.12,5.0
Arts & Culture,electrical engineer,Poland,3,15,20.0,1.0
Arts & Culture,electrical engineer,Czech Republic,2,15,13.33,2.0
Arts & Culture,electrical engineer,Russia,2,15,13.33,3.0
Arts & Culture,electrical engineer,United Kingdom,2,15,13.33,4.0
Arts & Culture,electrical engineer,Austria,1,15,6.67,5.0
Arts & Culture,engineer,Russia,44,282,15.6,1.0
Arts & Culture,engineer,United Kingdom,34,282,12.06,2.0
Arts & Culture,engineer,Ukraine,27,282,9.57,3.0
Arts & Culture,engineer,France,21,282,7.45,4.0
Arts & Culture,engineer,Italy,21,282,7.45,5.0
Arts & Culture,engraver,Italy,22,93,23.66,1.0
Arts & Culture,engraver,Spain,21,93,22.58,2.0
Arts & Culture,engraver,France,20,93,21.51,3.0
Arts & Culture,engraver,Netherlands,5,93,5.38,4.0
Arts & Culture,engraver,Czech Republic,4,93,4.3,5.0
Arts & Culture,entertainer,United Kingdom,35,80,43.75,1.0
Arts & Culture,entertainer,Germany,17,80,21.25,2.0
Arts & Culture,entertainer,Denmark,4,80,5.0,3.0
Arts & Culture,entertainer,France,4,80,5.0,4.0
Arts & Culture,entertainer,Austria,3,80,3.75,5.0
Arts & Culture,entomologist,Germany,5,20,25.0,1.0
Arts & Culture,entomologist,Czech Republic,3,20,15.0,2.0
Arts & Culture,entomologist,France,3,20,15.0,3.0
Arts & Culture,entomologist,Italy,2,20,10.0,4.0
Arts & Culture,entomologist,Sweden,2,20,10.0,5.0
Arts & Culture,entrepreneur,Russia,56,373,15.01,1.0
Arts & Culture,entrepreneur,Germany,53,373,14.21,2.0
Arts & Culture,entrepreneur,United Kingdom,37,373,9.92,3.0
Arts & Culture,entrepreneur,Czech Republic,34,373,9.12,4.0
Arts & Culture,entrepreneur,France,29,373,7.77,5.0
Arts & Culture,environmentalist,United Kingdom,15,72,20.83,1.0
Arts & Culture,environmentalist,France,11,72,15.28,2.0
Arts & Culture,environmentalist,Belgium,5,72,6.94,3.0
Arts & Culture,environmentalist,Germany,5,72,6.94,4.0
Arts & Culture,environmentalist,Italy,4,72,5.56,5.0
Arts & Culture,erotic photography model,United Kingdom,18,63,28.57,1.0
Arts & Culture,erotic photography model,Germany,9,63,14.29,2.0
Arts & Culture,erotic photography model,Italy,9,63,14.29,3.0
Arts & Culture,erotic photography model,Czech Republic,5,63,7.94,4.0
Arts & Culture,erotic photography model,Ukraine,4,63,6.35,5.0
Arts & Culture,esperantist,Czech Republic,14,102,13.73,1.0
Arts & Culture,esperantist,Spain,13,102,12.75,2.0
Arts & Culture,esperantist,France,10,102,9.8,3.0
Arts & Culture,esperantist,Hungary,9,102,8.82,4.0
Arts & Culture,esperantist,Poland,8,102,7.84,5.0
Arts & Culture,essayist,France,120,721,16.64,1.0
Arts & Culture,essayist,Italy,92,721,12.76,2.0
Arts & Culture,essayist,Spain,90,721,12.48,3.0
Arts & Culture,essayist,Slovenia,49,721,6.8,4.0
Arts & Culture,essayist,Russia,40,721,5.55,5.0
Arts & Culture,etcher,Netherlands,41,71,57.75,1.0
Arts & Culture,etcher,France,9,71,12.68,2.0
Arts & Culture,etcher,Belgium,6,71,8.45,3.0
Arts & Culture,etcher,United Kingdom,4,71,5.63,4.0
Arts & Culture,etcher,Germany,3,71,4.23,5.0
Arts & Culture,ethnographer,Spain,12,62,19.35,1.0
Arts & Culture,ethnographer,Hungary,9,62,14.52,2.0
Arts & Culture,ethnographer,Czech Republic,8,62,12.9,3.0
Arts & Culture,ethnographer,France,4,62,6.45,4.0
Arts & Culture,ethnographer,Russia,4,62,6.45,5.0
Arts & Culture,ethnologist,Slovenia,9,60,15.0,1.0
Arts & Culture,ethnologist,France,6,60,10.0,2.0
Arts & Culture,ethnologist,Spain,6,60,10.0,3.0
Arts & Culture,ethnologist,Germany,4,60,6.67,4.0
Arts & Culture,ethnologist,Czech Republic,3,60,5.0,5.0
Arts & Culture,executive producer,United Kingdom,39,96,40.62,1.0
Arts & Culture,executive producer,Spain,10,96,10.42,2.0
Arts & Culture,executive producer,France,9,96,9.38,3.0
Arts & Culture,executive producer,Italy,6,96,6.25,4.0
Arts & Culture,executive producer,Sweden,6,96,6.25,5.0
Arts & Culture,exhibition curator,Czech Republic,115,218,52.75,1.0
Arts & Culture,exhibition curator,Germany,15,218,6.88,2.0
Arts & Culture,exhibition curator,Spain,13,218,5.96,3.0
Arts & Culture,exhibition curator,Austria,10,218,4.59,4.0
Arts & Culture,exhibition curator,France,10,218,4.59,5.0
Arts & Culture,explorer,United Kingdom,29,119,24.37,1.0
Arts & Culture,explorer,France,24,119,20.17,2.0
Arts & Culture,explorer,Russia,11,119,9.24,3.0
Arts & Culture,explorer,Czech Republic,10,119,8.4,4.0
Arts & Culture,explorer,Germany,8,119,6.72,5.0
Arts & Culture,farmer,France,8,54,14.81,1.0
Arts & Culture,farmer,Germany,8,54,14.81,2.0
Arts & Culture,farmer,United Kingdom,8,54,14.81,3.0
Arts & Culture,farmer,Sweden,7,54,12.96,4.0
Arts & Culture,farmer,Spain,6,54,11.11,5.0
Arts & Culture,fashion designer,United Kingdom,30,142,21.13,1.0
Arts & Culture,fashion designer,France,12,142,8.45,2.0
Arts & Culture,fashion designer,Germany,12,142,8.45,3.0
Arts & Culture,fashion designer,Russia,12,142,8.45,4.0
Arts & Culture,fashion designer,Netherlands,10,142,7.04,5.0
Arts & Culture,fashion model,Russia,16,61,26.23,1.0
Arts & Culture,fashion model,Ukraine,11,61,18.03,2.0
Arts & Culture,fashion model,France,10,61,16.39,3.0
Arts & Culture,fashion model,United Kingdom,6,61,9.84,4.0
Arts & Culture,fashion model,Germany,5,61,8.2,5.0
Arts & Culture,film actor,United Kingdom,2128,10497,20.27,1.0
Arts & Culture,film actor,Germany,1778,10497,16.94,2.0
Arts & Culture,film actor,France,1140,10497,10.86,3.0
Arts & Culture,film actor,Italy,882,10497,8.4,4.0
Arts & Culture,film actor,Poland,578,10497,5.51,5.0
Arts & Culture,film critic,France,58,223,26.01,1.0
Arts & Culture,film critic,Italy,33,223,14.8,2.0
Arts & Culture,film critic,Russia,15,223,6.73,3.0
Arts & Culture,film critic,United Kingdom,15,223,6.73,4.0
Arts & Culture,film critic,Poland,13,223,5.83,5.0
Arts & Culture,film director,France,1369,8026,17.06,1.0
Arts & Culture,film director,Germany,826,8026,10.29,2.0
Arts & Culture,film director,Italy,824,8026,10.27,3.0
Arts & Culture,film director,United Kingdom,771,8026,9.61,4.0
Arts & Culture,film director,Russia,517,8026,6.44,5.0
Arts & Culture,film editor,Italy,61,409,14.91,1.0
Arts & Culture,film editor,Germany,59,409,14.43,2.0
Arts & Culture,film editor,France,54,409,13.2,3.0
Arts & Culture,film editor,United Kingdom,40,409,9.78,4.0
Arts & Culture,film editor,Spain,23,409,5.62,5.0
Arts & Culture,film producer,United Kingdom,422,2216,19.04,1.0
Arts & Culture,film producer,France,281,2216,12.68,2.0
Arts & Culture,film producer,Germany,269,2216,12.14,3.0
Arts & Culture,film producer,Russia,189,2216,8.53,4.0
Arts & Culture,film producer,Italy,175,2216,7.9,5.0
Arts & Culture,film score composer,Germany,90,557,16.16,1.0
Arts & Culture,film score composer,United Kingdom,67,557,12.03,2.0
Arts & Culture,film score composer,France,57,557,10.23,3.0
Arts & Culture,film score composer,Italy,54,557,9.69,4.0
Arts & Culture,film score composer,Russia,54,557,9.69,5.0
Arts & Culture,film screenwriter,Czech Republic,73,578,12.63,1.0
Arts & Culture,film screenwriter,France,72,578,12.46,2.0
Arts & Culture,film screenwriter,United Kingdom,58,578,10.03,3.0
Arts & Culture,film screenwriter,Germany,57,578,9.86,4.0
Arts & Culture,film screenwriter,Spain,47,578,8.13,5.0
Arts & Culture,filmmaker,France,32,237,13.5,1.0
Arts & Culture,filmmaker,Spain,32,237,13.5,2.0
Arts & Culture,filmmaker,United Kingdom,28,237,11.81,3.0
Arts & Culture,filmmaker,Netherlands,20,237,8.44,4.0
Arts & Culture,filmmaker,Germany,18,237,7.59,5.0
Arts & Culture,flautist,Czech Republic,6,52,11.54,1.0
Arts & Culture,flautist,United Kingdom,5,52,9.62,2.0
Arts & Culture,flautist,Estonia,3,52,5.77,3.0
Arts & Culture,flautist,France,3,52,5.77,4.0
Arts & Culture,flautist,Hungary,3,52,5.77,5.0
Arts & Culture,folklorist,Czech Republic,13,60,21.67,1.0
Arts & Culture,folklorist,Russia,7,60,11.67,2.0
Arts & Culture,folklorist,Estonia,6,60,10.0,3.0
Arts & Culture,folklorist,Spain,6,60,10.0,4.0
Arts & Culture,folklorist,Ukraine,5,60,8.33,5.0
Arts & Culture,formula one driver,United Kingdom,4,9,44.44,1.0
Arts & Culture,formula one driver,Denmark,2,9,22.22,2.0
Arts & Culture,formula one driver,France,2,9,22.22,3.0
Arts & Culture,formula one driver,Belgium,1,9,11.11,4.0
Arts & Culture,french resistance fighter,France,79,89,88.76,1.0
Arts & Culture,french resistance fighter,Poland,3,89,3.37,2.0
Arts & Culture,french resistance fighter,Belgium,1,89,1.12,3.0
Arts & Culture,french resistance fighter,Germany,1,89,1.12,4.0
Arts & Culture,french resistance fighter,Hungary,1,89,1.12,5.0
Arts & Culture,gallerist,Czech Republic,18,57,31.58,1.0
Arts & Culture,gallerist,Netherlands,5,57,8.77,2.0
Arts & Culture,gallerist,France,4,57,7.02,3.0
Arts & Culture,gallerist,Russia,4,57,7.02,4.0
Arts & Culture,gallerist,Sweden,4,57,7.02,5.0
Arts & Culture,geneticist,United Kingdom,3,12,25.0,1.0
Arts & Culture,geneticist,Czech Republic,2,12,16.67,2.0
Arts & Culture,geneticist,Russia,2,12,16.67,3.0
Arts & Culture,geneticist,Finland,1,12,8.33,4.0
Arts & Culture,geneticist,France,1,12,8.33,5.0
Arts & Culture,geographer,Spain,9,50,18.0,1.0
Arts & Culture,geographer,Russia,8,50,16.0,2.0
Arts & Culture,geographer,Czech Republic,4,50,8.0,3.0
Arts & Culture,geographer,Germany,4,50,8.0,4.0
Arts & Culture,geographer,Netherlands,4,50,8.0,5.0
Arts & Culture,geologist,Czech Republic,8,39,20.51,1.0
Arts & Culture,geologist,France,4,39,10.26,2.0
Arts & Culture,geologist,Russia,4,39,10.26,3.0
Arts & Culture,geologist,Germany,3,39,7.69,4.0
Arts & Culture,geologist,Hungary,2,39,5.13,5.0
Arts & Culture,germanist,Germany,26,64,40.62,1.0
Arts & Culture,germanist,Czech Republic,12,64,18.75,2.0
Arts & Culture,germanist,Austria,5,64,7.81,3.0
Arts & Culture,germanist,Switzerland,4,64,6.25,4.0
Arts & Culture,germanist,Italy,3,64,4.69,5.0
Arts & Culture,glass artist,Czech Republic,36,73,49.32,1.0
Arts & Culture,glass artist,Sweden,8,73,10.96,2.0
Arts & Culture,glass artist,France,5,73,6.85,3.0
Arts & Culture,glass artist,Slovakia,4,73,5.48,4.0
Arts & Culture,glass artist,Estonia,3,73,4.11,5.0
Arts & Culture,graphic artist,Czech Republic,441,1540,28.64,1.0
Arts & Culture,graphic artist,Sweden,226,1540,14.68,2.0
Arts & Culture,graphic artist,Germany,170,1540,11.04,3.0
Arts & Culture,graphic artist,Poland,91,1540,5.91,4.0
Arts & Culture,graphic artist,Netherlands,79,1540,5.13,5.0
Arts & Culture,graphic designer,Germany,60,401,14.96,1.0
Arts & Culture,graphic designer,Hungary,49,401,12.22,2.0
Arts & Culture,graphic designer,Netherlands,46,401,11.47,3.0
Arts & Culture,graphic designer,Romania,28,401,6.98,4.0
Arts & Culture,graphic designer,Czech Republic,26,401,6.48,5.0
Arts & Culture,guitarist,United Kingdom,787,2425,32.45,1.0
Arts & Culture,guitarist,Russia,197,2425,8.12,2.0
Arts & Culture,guitarist,Germany,183,2425,7.55,3.0
Arts & Culture,guitarist,Norway,158,2425,6.52,4.0
Arts & Culture,guitarist,France,123,2425,5.07,5.0
Arts & Culture,gynecologist,Germany,2,8,25.0,1.0
Arts & Culture,gynecologist,Czech Republic,1,8,12.5,2.0
Arts & Culture,gynecologist,Italy,1,8,12.5,3.0
Arts & Culture,gynecologist,Luxembourg,1,8,12.5,4.0
Arts & Culture,gynecologist,Netherlands,1,8,12.5,5.0
Arts & Culture,handball player,Spain,4,8,50.0,1.0
Arts & Culture,handball player,Norway,3,8,37.5,2.0
Arts & Culture,handball player,Serbia,1,8,12.5,3.0
Arts & Culture,harpsichordist,United Kingdom,10,50,20.0,1.0
Arts & Culture,harpsichordist,France,8,50,16.0,2.0
Arts & Culture,harpsichordist,Italy,8,50,16.0,3.0
Arts & Culture,harpsichordist,Germany,7,50,14.0,4.0
Arts & Culture,harpsichordist,Netherlands,5,50,10.0,5.0
Arts & Culture,head teacher,Austria,2,29,6.9,1.0
Arts & Culture,head teacher,Czech Republic,2,29,6.9,2.0
Arts & Culture,head teacher,Estonia,2,29,6.9,3.0
Arts & Culture,head teacher,France,2,29,6.9,4.0
Arts & Culture,head teacher,Germany,2,29,6.9,5.0
Arts & Culture,historian,Spain,176,1159,15.19,1.0
Arts & Culture,historian,United Kingdom,112,1159,9.66,2.0
Arts & Culture,historian,Czech Republic,109,1159,9.4,3.0
Arts & Culture,historian,France,107,1159,9.23,4.0
Arts & Culture,historian,Germany,90,1159,7.77,5.0
Arts & Culture,historian of mathematics,Germany,1,2,50.0,1.0
Arts & Culture,historian of mathematics,Norway,1,2,50.0,2.0
Arts & Culture,historian of modern age,Germany,16,33,48.48,1.0
Arts & Culture,historian of modern age,Poland,8,33,24.24,2.0
Arts & Culture,historian of modern age,Switzerland,3,33,9.09,3.0
Arts & Culture,historian of modern age,Czech Republic,1,33,3.03,4.0
Arts & Culture,historian of modern age,German Democratic Republic,1,33,3.03,5.0
Arts & Culture,historian of science,Hungary,3,9,33.33,1.0
Arts & Culture,historian of science,France,2,9,22.22,2.0
Arts & Culture,historian of science,Russia,2,9,22.22,3.0
